created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2020-07-08 14:07:15 -03,2384,"30.35
","1010.20
","70.00
","0.00
","90
",,,,
2020-07-08 14:07:47 -03,2385,"30.39
","1010.19
","70.00
","0.00
","90
",,,,
2020-07-08 14:08:18 -03,2386,"30.42
","1010.21
","70.30
","0.00
","90
",,,,
2020-07-08 14:08:49 -03,2387,"30.44
","1010.16
","70.60
","0.00
","90
",,,,
2020-07-08 14:09:21 -03,2388,"30.47
","1010.16
","71.00
","0.00
","90
",,,,
2020-07-08 14:09:52 -03,2389,"30.47
","1010.10
","70.80
","0.00
","135
",,,,
2020-07-08 14:10:24 -03,2390,"30.49
","1010.20
","71.00
","0.00
","90
",,,,
2020-07-08 14:10:55 -03,2391,"30.46
","1010.16
","71.30
","0.00
","90
",,,,
2020-07-08 14:11:26 -03,2392,"30.46
","1010.11
","70.30
","0.00
","135
",,,,
2020-07-08 14:11:58 -03,2393,"30.50
","1010.17
","70.60
","0.00
","135
",,,,
2020-07-08 14:12:29 -03,2394,"30.52
","1010.16
","70.60
","0.00
","135
",,,,
2020-07-08 14:13:00 -03,2395,"30.49
","1010.15
","70.70
","0.00
","90
",,,,
2020-07-08 14:13:32 -03,2396,"30.53
","1010.16
","70.70
","0.00
","135
",,,,
2020-07-08 14:14:03 -03,2397,"30.51
","1010.18
","71.00
","0.00
","135
",,,,
2020-07-08 14:14:34 -03,2398,"30.51
","1010.15
","70.80
","0.00
","90
",,,,
2020-07-08 14:15:06 -03,2399,"30.49
","1010.17
","70.80
","0.00
","90
",,,,
2020-07-08 14:15:37 -03,2400,"30.48
","1010.16
","70.10
","0.00
","90
",,,,
2020-07-08 14:16:08 -03,2401,"30.46
","1010.14
","70.00
","0.00
","90
",,,,
2020-07-08 14:16:40 -03,2402,"30.40
","1010.09
","69.70
","0.00
","90
",,,,
2020-07-08 14:17:11 -03,2403,"30.42
","1010.14
","69.00
","0.00
","135
",,,,
2020-07-08 14:17:43 -03,2404,"30.45
","1010.19
","69.60
","0.00
","90
",,,,
2020-07-08 14:18:14 -03,2405,"30.46
","1010.10
","69.90
","0.00
","90
",,,,
2020-07-08 14:18:45 -03,2406,"30.42
","1010.10
","69.70
","0.00
","135
",,,,
2020-07-08 14:19:17 -03,2407,"30.39
","1010.07
","69.30
","8.87
","135
",,,,
2020-07-08 14:19:48 -03,2408,"30.38
","1010.06
","68.90
","0.00
","90
",,,,
2020-07-08 14:20:19 -03,2409,"30.41
","1010.08
","69.10
","0.00
","180
",,,,
2020-07-08 14:20:51 -03,2410,"30.42
","1010.11
","69.50
","0.00
","135
",,,,
2020-07-08 14:21:22 -03,2411,"30.43
","1010.13
","70.00
","0.00
","90
",,,,
2020-07-08 14:21:54 -03,2412,"30.46
","1010.16
","70.00
","0.00
","90
",,,,
2020-07-08 14:22:25 -03,2413,"30.40
","1010.10
","70.30
","0.00
","90
",,,,
2020-07-08 14:22:56 -03,2414,"30.43
","1010.15
","69.60
","0.00
","90
",,,,
2020-07-08 14:23:28 -03,2415,"30.47
","1010.18
","70.00
","0.00
","90
",,,,
2020-07-08 14:23:59 -03,2416,"30.49
","1010.15
","70.30
","0.00
","135
",,,,
2020-07-08 14:24:30 -03,2417,"30.44
","1010.17
","70.50
","0.00
","90
",,,,
2020-07-08 14:25:02 -03,2418,"30.38
","1010.11
","69.00
","0.00
","90
",,,,
2020-07-08 14:25:33 -03,2419,"30.37
","1010.14
","69.10
","0.00
","90
",,,,
2020-07-08 14:26:05 -03,2420,"30.38
","1010.11
","69.10
","0.00
","90
",,,,
2020-07-08 14:26:36 -03,2421,"30.41
","1010.15
","69.60
","0.00
","90
",,,,
2020-07-08 14:27:07 -03,2422,"30.41
","1010.12
","69.90
","0.00
","135
",,,,
2020-07-08 14:27:39 -03,2423,"30.40
","1010.10
","69.50
","0.00
","135
",,,,
2020-07-08 14:28:10 -03,2424,"30.41
","1010.14
","69.70
","0.00
","90
",,,,
2020-07-08 14:28:41 -03,2425,"30.42
","1010.13
","70.00
","0.00
","90
",,,,
2020-07-08 14:29:13 -03,2426,"30.45
","1010.15
","70.40
","0.00
","90
",,,,
2020-07-08 14:29:44 -03,2427,"30.45
","1010.16
","70.60
","0.00
","90
",,,,
2020-07-08 14:30:16 -03,2428,"30.48
","1010.13
","70.60
","0.00
","135
",,,,
2020-07-08 14:30:47 -03,2429,"30.50
","1010.10
","70.50
","0.00
","90
",,,,
2020-07-08 14:31:18 -03,2430,"30.52
","1010.12
","70.40
","0.00
","90
",,,,
2020-07-08 14:31:50 -03,2431,"30.57
","1010.15
","70.70
","0.00
","90
",,,,
2020-07-08 14:32:21 -03,2432,"30.59
","1010.08
","71.10
","0.00
","90
",,,,
2020-07-08 14:32:52 -03,2433,"30.61
","1010.12
","70.90
","0.00
","90
",,,,
2020-07-08 14:33:24 -03,2434,"30.60
","1010.13
","70.60
","0.00
","90
",,,,
2020-07-08 14:33:55 -03,2435,"30.57
","1010.15
","70.10
","0.00
","90
",,,,
2020-07-08 14:34:27 -03,2436,"30.53
","1010.12
","70.00
","0.00
","90
",,,,
2020-07-08 14:34:58 -03,2437,"30.53
","1010.18
","69.70
","0.00
","90
",,,,
2020-07-08 14:35:29 -03,2438,"30.44
","1010.15
","70.10
","0.00
","135
",,,,
2020-07-08 14:36:01 -03,2439,"30.38
","1010.12
","69.10
","0.00
","135
",,,,
2020-07-08 14:36:32 -03,2440,"30.39
","1010.11
","69.10
","0.00
","135
",,,,
2020-07-08 14:37:03 -03,2441,"30.41
","1010.11
","69.80
","0.00
","135
",,,,
2020-07-08 14:37:35 -03,2442,"30.46
","1010.18
","70.10
","0.00
","90
",,,,
2020-07-08 14:38:06 -03,2443,"30.48
","1010.19
","70.30
","0.00
","135
",,,,
2020-07-08 14:38:37 -03,2444,"30.43
","1010.21
","70.20
","0.00
","135
",,,,
2020-07-08 14:39:09 -03,2445,"30.39
","1010.12
","69.70
","0.00
","90
",,,,
2020-07-08 14:39:40 -03,2446,"30.37
","1010.14
","69.50
","0.00
","90
",,,,
2020-07-08 14:40:12 -03,2447,"30.37
","1010.10
","69.40
","0.00
","90
",,,,
2020-07-08 14:40:43 -03,2448,"30.34
","1010.09
","69.00
","0.00
","45
",,,,
2020-07-08 14:41:14 -03,2449,"30.37
","1010.14
","69.50
","0.00
","135
",,,,
2020-07-08 14:41:46 -03,2450,"30.37
","1010.11
","70.00
","0.00
","135
",,,,
2020-07-08 14:42:17 -03,2451,"30.35
","1010.11
","70.00
","0.00
","135
",,,,
2020-07-08 14:42:48 -03,2452,"30.37
","1010.07
","69.80
","0.00
","135
",,,,
2020-07-08 14:43:20 -03,2453,"30.32
","1010.14
","70.10
","0.00
","135
",,,,
2020-07-08 14:43:51 -03,2454,"30.31
","1010.11
","69.50
","0.00
","90
",,,,
2020-07-08 14:44:23 -03,2455,"30.34
","1010.10
","69.80
","0.00
","135
",,,,
2020-07-08 14:44:54 -03,2456,"30.37
","1010.15
","69.70
","0.00
","90
",,,,
2020-07-08 14:45:25 -03,2457,"30.41
","1010.11
","69.80
","0.00
","45
",,,,
2020-07-08 14:45:57 -03,2458,"30.41
","1010.12
","70.10
","0.00
","45
",,,,
2020-07-08 14:46:28 -03,2459,"30.44
","1010.13
","69.70
","0.00
","315
",,,,
2020-07-08 14:46:59 -03,2460,"30.46
","1010.16
","70.20
","0.00
","90
",,,,
2020-07-08 14:47:31 -03,2461,"30.46
","1010.16
","70.00
","0.00
","135
",,,,
2020-07-08 14:48:02 -03,2462,"30.47
","1010.14
","70.00
","0.00
","135
",,,,
2020-07-08 14:48:33 -03,2463,"30.46
","1010.15
","70.10
","0.00
","90
",,,,
2020-07-08 14:49:05 -03,2464,"30.40
","1010.09
","69.60
","0.00
","135
",,,,
2020-07-08 14:49:36 -03,2465,"30.34
","1010.09
","69.00
","0.00
","90
",,,,
2020-07-08 14:50:08 -03,2466,"30.36
","1010.07
","69.10
","0.00
","90
",,,,
2020-07-08 14:50:39 -03,2467,"30.38
","1010.13
","69.40
","0.00
","135
",,,,
2020-07-08 14:51:10 -03,2468,"30.41
","1010.14
","69.80
","0.00
","45
",,,,
2020-07-08 14:51:42 -03,2469,"30.42
","1010.16
","70.20
","0.00
","45
",,,,
2020-07-08 14:52:13 -03,2470,"30.45
","1010.12
","70.00
","0.00
","135
",,,,
2020-07-08 14:52:44 -03,2471,"30.47
","1010.12
","69.80
","0.00
","135
",,,,
2020-07-08 14:53:16 -03,2472,"30.46
","1010.11
","69.40
","0.00
","135
",,,,
2020-07-08 14:53:47 -03,2473,"30.46
","1010.16
","68.90
","0.00
","90
",,,,
2020-07-08 14:54:19 -03,2474,"30.37
","1010.13
","69.00
","0.00
","135
",,,,
2020-07-08 14:54:50 -03,2475,"30.35
","1010.08
","68.70
","0.00
","90
",,,,
2020-07-08 14:55:21 -03,2476,"30.39
","1010.07
","69.10
","0.00
","90
",,,,
2020-07-08 14:55:53 -03,2477,"30.41
","1010.12
","69.50
","0.00
","135
",,,,
2020-07-08 14:56:24 -03,2478,"30.38
","1010.13
","69.70
","0.00
","135
",,,,
2020-07-08 14:56:55 -03,2479,"30.38
","1010.10
","69.80
","0.00
","90
",,,,
2020-07-08 14:57:27 -03,2480,"30.39
","1010.07
","69.90
","0.00
","45
",,,,
2020-07-08 14:57:58 -03,2481,"30.41
","1010.14
","70.10
","0.00
","90
",,,,
2020-07-08 14:58:30 -03,2482,"30.39
","1010.10
","70.40
","0.00
","90
",,,,
2020-07-08 14:59:01 -03,2483,"30.38
","1010.12
","69.90
","0.00
","90
",,,,
2020-07-08 14:59:32 -03,2484,"30.38
","1010.17
","69.70
","0.00
","90
",,,,
2020-07-08 15:00:05 -03,2485,"30.37
","1010.12
","70.10
","0.00
","135
",,,,
2020-07-08 15:00:36 -03,2486,"30.40
","1010.15
","69.40
","0.00
","135
",,,,
2020-07-08 15:01:08 -03,2487,"30.44
","1010.14
","69.70
","0.00
","90
",,,,
2020-07-08 15:01:39 -03,2488,"30.42
","1010.12
","69.70
","0.00
","45
",,,,
2020-07-08 15:02:10 -03,2489,"30.40
","1010.13
","69.50
","0.00
","90
",,,,
2020-07-08 15:02:42 -03,2490,"30.43
","1010.15
","69.40
","0.00
","90
",,,,
2020-07-08 15:03:13 -03,2491,"30.44
","1010.22
","69.70
","0.00
","90
",,,,
2020-07-08 15:03:44 -03,2492,"30.41
","1010.17
","70.00
","0.00
","90
",,,,
2020-07-08 15:04:16 -03,2493,"30.39
","1010.11
","69.30
","0.00
","90
",,,,
2020-07-08 15:04:47 -03,2494,"30.38
","1010.12
","68.50
","0.00
","135
",,,,
2020-07-08 15:05:18 -03,2495,"30.34
","1010.13
","68.20
","0.00
","90
",,,,
2020-07-08 15:05:50 -03,2496,"30.31
","1010.13
","68.30
","0.00
","135
",,,,
2020-07-08 15:06:21 -03,2497,"30.25
","1010.11
","67.80
","0.00
","135
",,,,
2020-07-08 15:06:53 -03,2498,"30.28
","1010.15
","67.80
","0.00
","135
",,,,
2020-07-08 15:07:24 -03,2499,"30.33
","1010.09
","68.30
","0.00
","45
",,,,
2020-07-08 15:07:55 -03,2500,"30.33
","1010.13
","68.40
","0.00
","90
",,,,
2020-07-08 15:08:27 -03,2501,"30.33
","1010.06
","68.50
","0.00
","90
",,,,
2020-07-08 15:08:58 -03,2502,"30.31
","1010.11
","68.10
","0.00
","135
",,,,
2020-07-08 15:09:29 -03,2503,"30.24
","1010.10
","67.80
","0.00
","90
",,,,
2020-07-08 15:10:01 -03,2504,"30.27
","1010.07
","67.60
","0.00
","90
",,,,
2020-07-08 15:10:32 -03,2505,"30.24
","1010.10
","67.90
","0.00
","135
",,,,
2020-07-08 15:11:04 -03,2506,"30.23
","1010.09
","67.90
","0.00
","90
",,,,
2020-07-08 15:11:35 -03,2507,"30.19
","1010.07
","67.80
","0.00
","45
",,,,
2020-07-08 15:12:06 -03,2508,"30.20
","1010.11
","67.70
","0.00
","90
",,,,
2020-07-08 15:12:38 -03,2509,"30.23
","1010.12
","67.90
","0.00
","90
",,,,
2020-07-08 15:13:09 -03,2510,"30.23
","1010.07
","68.50
","0.00
","90
",,,,
2020-07-08 15:13:40 -03,2511,"30.23
","1010.05
","67.90
","0.00
","45
",,,,
2020-07-08 15:14:12 -03,2512,"30.20
","1010.07
","68.00
","0.00
","135
",,,,
2020-07-08 15:14:43 -03,2513,"30.10
","1010.07
","67.30
","0.00
","90
",,,,
2020-07-08 15:15:14 -03,2514,"30.12
","1010.03
","67.30
","0.00
","135
",,,,
2020-07-08 15:15:46 -03,2515,"30.11
","1010.03
","67.80
","0.00
","90
",,,,
2020-07-08 15:16:17 -03,2516,"30.12
","1010.03
","67.90
","0.00
","90
",,,,
2020-07-08 15:16:49 -03,2517,"30.17
","1010.01
","68.20
","0.00
","135
",,,,
2020-07-08 15:17:20 -03,2518,"30.15
","1010.03
","68.60
","0.00
","90
",,,,
2020-07-08 15:17:51 -03,2519,"30.15
","1010.04
","68.40
","0.00
","90
",,,,
2020-07-08 15:18:23 -03,2520,"30.12
","1010.03
","68.40
","0.00
","90
",,,,
2020-07-08 15:18:54 -03,2521,"30.11
","1010.01
","68.20
","0.00
","90
",,,,
2020-07-08 15:19:25 -03,2522,"30.07
","1009.99
","68.10
","0.00
","90
",,,,
2020-07-08 15:19:57 -03,2523,"30.06
","1009.97
","68.10
","0.00
","90
",,,,
2020-07-08 15:20:28 -03,2524,"30.06
","1009.96
","67.80
","0.00
","135
",,,,
2020-07-08 15:20:59 -03,2525,"30.07
","1010.03
","68.20
","0.00
","90
",,,,
2020-07-08 15:21:31 -03,2526,"30.07
","1009.94
","68.50
","0.00
","90
",,,,
2020-07-08 15:22:02 -03,2527,"30.05
","1009.93
","68.60
","0.00
","90
",,,,
2020-07-08 15:22:34 -03,2528,"30.10
","1009.93
","68.60
","0.00
","90
",,,,
2020-07-08 15:23:05 -03,2529,"30.11
","1009.96
","68.90
","0.00
","90
",,,,
2020-07-08 15:23:36 -03,2530,"30.12
","1010.00
","68.90
","0.00
","90
",,,,
2020-07-08 15:24:08 -03,2531,"30.16
","1009.95
","69.20
","0.00
","90
",,,,
2020-07-08 15:24:39 -03,2532,"30.15
","1010.00
","69.30
","0.00
","45
",,,,
2020-07-08 15:25:10 -03,2533,"30.16
","1009.96
","68.60
","0.00
","90
",,,,
2020-07-08 15:25:42 -03,2534,"30.14
","1009.97
","69.00
","0.00
","90
",,,,
2020-07-08 15:26:13 -03,2535,"30.10
","1009.98
","68.70
","0.00
","135
",,,,
2020-07-08 15:26:45 -03,2536,"30.10
","1009.96
","68.20
","0.00
","90
",,,,
2020-07-08 15:27:16 -03,2537,"30.10
","1009.97
","68.40
","0.00
","90
",,,,
2020-07-08 15:27:47 -03,2538,"30.10
","1009.99
","68.70
","0.00
","90
",,,,
2020-07-08 15:28:19 -03,2539,"30.12
","1009.96
","68.60
","0.00
","90
",,,,
2020-07-08 15:28:50 -03,2540,"30.10
","1009.98
","69.00
","0.00
","135
",,,,
2020-07-08 15:29:22 -03,2541,"30.09
","1010.05
","68.90
","0.00
","135
",,,,
2020-07-08 15:29:53 -03,2542,"30.07
","1010.05
","68.90
","0.00
","90
",,,,
2020-07-08 15:30:24 -03,2543,"30.04
","1010.00
","68.50
","0.00
","135
",,,,
2020-07-08 15:30:56 -03,2544,"30.06
","1010.04
","68.20
","0.00
","90
",,,,
2020-07-08 15:31:27 -03,2545,"30.07
","1010.02
","68.60
","0.00
","90
",,,,
2020-07-08 15:31:58 -03,2546,"30.09
","1010.00
","68.70
","0.00
","135
",,,,
2020-07-08 15:32:30 -03,2547,"30.08
","1010.06
","68.70
","0.00
","135
",,,,
2020-07-08 15:33:01 -03,2548,"30.08
","1010.03
","68.90
","0.00
","90
",,,,
2020-07-08 15:33:32 -03,2549,"30.06
","1010.11
","69.00
","0.00
","90
",,,,
2020-07-08 15:34:04 -03,2550,"29.95
","1010.04
","68.90
","0.00
","90
",,,,
2020-07-08 15:34:35 -03,2551,"29.99
","1010.08
","68.60
","0.00
","90
",,,,
2020-07-08 15:35:07 -03,2552,"30.01
","1010.07
","69.00
","0.00
","90
",,,,
2020-07-08 15:35:38 -03,2553,"30.01
","1010.04
","69.10
","0.00
","45
",,,,
2020-07-08 15:36:09 -03,2554,"30.02
","1010.06
","69.40
","0.00
","135
",,,,
2020-07-08 15:36:41 -03,2555,"30.01
","1010.05
","69.60
","0.00
","90
",,,,
2020-07-08 15:37:12 -03,2556,"29.98
","1010.15
","69.20
","0.00
","90
",,,,
2020-07-08 15:37:43 -03,2557,"30.00
","1010.16
","68.90
","0.00
","90
",,,,
2020-07-08 15:38:15 -03,2558,"30.04
","1010.15
","69.20
","0.00
","90
",,,,
2020-07-08 15:38:46 -03,2559,"30.00
","1010.20
","69.50
","0.00
","135
",,,,
2020-07-08 15:39:17 -03,2560,"30.05
","1010.15
","69.70
","0.00
","90
",,,,
2020-07-08 15:39:49 -03,2561,"30.04
","1010.19
","70.20
","0.00
","135
",,,,
2020-07-08 15:40:20 -03,2562,"29.99
","1010.12
","70.50
","0.00
","135
",,,,
2020-07-08 15:40:52 -03,2563,"29.98
","1010.21
","70.90
","0.00
","135
",,,,
2020-07-08 15:41:23 -03,2564,"29.96
","1010.22
","71.30
","0.00
","135
",,,,
2020-07-08 15:41:54 -03,2565,"29.93
","1010.20
","71.50
","0.00
","90
",,,,
2020-07-08 15:42:26 -03,2566,"29.95
","1010.20
","71.80
","0.00
","135
",,,,
2020-07-08 15:42:57 -03,2567,"29.94
","1010.18
","72.20
","0.00
","45
",,,,
2020-07-08 15:43:28 -03,2568,"29.99
","1010.22
","72.30
","0.00
","90
",,,,
2020-07-08 15:44:00 -03,2569,"29.99
","1010.24
","72.70
","0.00
","90
",,,,
2020-07-08 15:44:31 -03,2570,"29.96
","1010.20
","73.00
","0.00
","90
",,,,
2020-07-08 15:45:03 -03,2571,"29.99
","1010.23
","72.90
","0.00
","90
",,,,
2020-07-08 15:45:34 -03,2572,"30.03
","1010.19
","73.10
","0.00
","90
",,,,
2020-07-08 15:46:05 -03,2573,"30.03
","1010.17
","73.20
","0.00
","135
",,,,
2020-07-08 15:46:37 -03,2574,"29.97
","1010.20
","73.30
","0.00
","45
",,,,
2020-07-08 15:47:08 -03,2575,"29.98
","1010.28
","73.50
","0.00
","90
",,,,
2020-07-08 15:47:40 -03,2576,"29.95
","1010.26
","73.60
","0.00
","135
",,,,
2020-07-08 15:48:11 -03,2577,"29.95
","1010.30
","73.70
","0.00
","90
",,,,
2020-07-08 15:48:42 -03,2578,"29.96
","1010.26
","73.70
","0.00
","90
",,,,
2020-07-08 15:49:14 -03,2579,"29.88
","1010.29
","73.70
","0.00
","90
",,,,
2020-07-08 15:49:45 -03,2580,"29.78
","1010.25
","73.40
","0.00
","135
",,,,
2020-07-08 15:50:16 -03,2581,"29.77
","1010.30
","73.60
","0.00
","90
",,,,
2020-07-08 15:50:48 -03,2582,"29.70
","1010.30
","74.00
","0.00
","135
",,,,
2020-07-08 15:51:19 -03,2583,"29.68
","1010.27
","73.90
","0.00
","90
",,,,
2020-07-08 15:51:50 -03,2584,"29.70
","1010.30
","74.20
","0.00
","90
",,,,
2020-07-08 15:52:22 -03,2585,"29.77
","1010.30
","74.30
","0.00
","135
",,,,
2020-07-08 15:52:53 -03,2586,"29.69
","1010.30
","74.60
","0.00
","90
",,,,
2020-07-08 15:53:25 -03,2587,"29.75
","1010.36
","74.60
","0.00
","90
",,,,
2020-07-08 15:53:56 -03,2588,"29.75
","1010.34
","74.90
","0.00
","90
",,,,
2020-07-08 15:54:28 -03,2589,"29.79
","1010.32
","75.00
","0.00
","135
",,,,
2020-07-08 15:54:59 -03,2590,"29.82
","1010.35
","75.00
","0.00
","90
",,,,
2020-07-08 15:55:30 -03,2591,"29.83
","1010.36
","74.80
","0.00
","45
",,,,
2020-07-08 15:56:02 -03,2592,"29.85
","1010.35
","74.70
","0.00
","135
",,,,
2020-07-08 15:56:33 -03,2593,"29.85
","1010.36
","74.70
","0.00
","90
",,,,
2020-07-08 15:57:04 -03,2594,"29.77
","1010.37
","74.70
","0.00
","90
",,,,
2020-07-08 15:57:36 -03,2595,"29.81
","1010.39
","74.70
","0.00
","135
",,,,
2020-07-08 15:58:07 -03,2596,"29.82
","1010.42
","74.80
","0.00
","90
",,,,
2020-07-08 15:58:38 -03,2597,"29.85
","1010.44
","74.80
","0.00
","135
",,,,
2020-07-08 15:59:10 -03,2598,"29.81
","1010.42
","74.90
","0.00
","135
",,,,
2020-07-08 15:59:41 -03,2599,"29.78
","1010.43
","74.60
","0.00
","90
",,,,
2020-07-08 16:00:13 -03,2600,"29.81
","1010.44
","74.90
","0.00
","90
",,,,
2020-07-08 16:00:44 -03,2601,"29.80
","1010.42
","75.00
","0.00
","90
",,,,
2020-07-08 16:01:15 -03,2602,"29.83
","1010.39
","75.10
","0.00
","90
",,,,
2020-07-08 16:01:47 -03,2603,"29.86
","1010.47
","75.60
","0.00
","90
",,,,
2020-07-08 16:02:18 -03,2604,"29.79
","1010.44
","75.30
","0.00
","90
",,,,
2020-07-08 16:02:49 -03,2605,"29.78
","1010.45
","75.00
","0.00
","135
",,,,
2020-07-08 16:03:21 -03,2606,"29.81
","1010.43
","75.00
","0.00
","90
",,,,
2020-07-08 16:03:52 -03,2607,"29.76
","1010.44
","75.10
","0.00
","90
",,,,
2020-07-08 16:04:23 -03,2608,"29.71
","1010.37
","75.20
","0.00
","45
",,,,
2020-07-08 16:04:55 -03,2609,"29.72
","1010.46
","75.20
","0.00
","90
",,,,
2020-07-08 16:05:26 -03,2610,"29.74
","1010.43
","75.50
","0.00
","90
",,,,
2020-07-08 16:05:58 -03,2611,"29.76
","1010.43
","75.60
","0.00
","90
",,,,
2020-07-08 16:06:29 -03,2612,"29.76
","1010.45
","75.80
","0.00
","90
",,,,
2020-07-08 16:07:00 -03,2613,"29.74
","1010.47
","75.80
","0.00
","135
",,,,
2020-07-08 16:07:32 -03,2614,"29.75
","1010.47
","75.80
","0.00
","90
",,,,
2020-07-08 16:08:03 -03,2615,"29.67
","1010.44
","75.90
","0.00
","90
",,,,
2020-07-08 16:08:34 -03,2616,"29.67
","1010.48
","75.00
","0.00
","90
",,,,
2020-07-08 16:09:06 -03,2617,"29.70
","1010.46
","75.10
","0.00
","135
",,,,
2020-07-08 16:09:37 -03,2618,"29.70
","1010.43
","75.10
","0.00
","135
",,,,
2020-07-08 16:10:09 -03,2619,"29.72
","1010.46
","75.10
","0.00
","135
",,,,
2020-07-08 16:10:40 -03,2620,"29.69
","1010.49
","75.20
","0.00
","135
",,,,
2020-07-08 16:11:11 -03,2621,"29.65
","1010.43
","75.00
","0.00
","90
",,,,
2020-07-08 16:11:43 -03,2622,"29.64
","1010.48
","75.30
","0.00
","90
",,,,
2020-07-08 16:12:14 -03,2623,"29.60
","1010.43
","75.30
","0.00
","90
",,,,
2020-07-08 16:12:45 -03,2624,"29.63
","1010.47
","75.40
","0.00
","135
",,,,
2020-07-08 16:13:17 -03,2625,"29.58
","1010.44
","75.70
","0.00
","180
",,,,
2020-07-08 16:13:48 -03,2626,"29.57
","1010.46
","75.80
","0.00
","135
",,,,
2020-07-08 16:14:19 -03,2627,"29.62
","1010.45
","75.90
","0.00
","90
",,,,
2020-07-08 16:14:51 -03,2628,"29.64
","1010.44
","76.10
","0.00
","90
",,,,
2020-07-08 16:15:22 -03,2629,"29.63
","1010.45
","76.30
","0.00
","90
",,,,
2020-07-08 16:15:54 -03,2630,"29.67
","1010.45
","76.30
","0.00
","90
",,,,
2020-07-08 16:40:37 -03,2631,"29.39
","1010.70
","76.40
","0.00
","90
",,,,
2020-07-08 16:41:08 -03,2632,"29.36
","1010.71
","75.60
","0.00
","90
",,,,
2020-07-08 16:41:40 -03,2633,"29.31
","1010.66
","75.40
","0.00
","135
",,,,
2020-07-08 16:42:11 -03,2634,"29.24
","1010.71
","75.10
","0.00
","90
",,,,
2020-07-08 16:42:42 -03,2635,"29.23
","1010.68
","75.10
","0.00
","90
",,,,
2020-07-08 16:43:14 -03,2636,"29.28
","1010.71
","75.60
","0.00
","90
",,,,
2020-07-08 16:43:45 -03,2637,"29.32
","1010.72
","75.90
","0.00
","135
",,,,
2020-07-08 16:44:16 -03,2638,"29.33
","1010.67
","75.90
","0.00
","90
",,,,
2020-07-08 16:44:48 -03,2639,"29.30
","1010.67
","76.10
","0.00
","90
",,,,
2020-07-08 16:45:19 -03,2640,"29.32
","1010.71
","76.30
","0.00
","90
",,,,
2020-07-08 16:45:51 -03,2641,"29.34
","1010.69
","76.50
","0.00
","90
",,,,
2020-07-08 16:46:22 -03,2642,"29.34
","1010.73
","76.50
","0.00
","90
",,,,
2020-07-08 16:46:53 -03,2643,"29.33
","1010.77
","76.70
","0.00
","135
",,,,
2020-07-08 16:47:25 -03,2644,"29.28
","1010.80
","76.80
","0.00
","135
",,,,
2020-07-08 16:47:56 -03,2645,"29.30
","1010.71
","76.70
","0.00
","90
",,,,
2020-07-08 16:48:27 -03,2646,"29.35
","1010.76
","77.10
","0.00
","90
",,,,
2020-07-08 16:48:59 -03,2647,"29.34
","1010.73
","77.00
","0.00
","135
",,,,
2020-07-08 16:49:30 -03,2648,"29.30
","1010.80
","76.70
","0.00
","90
",,,,
2020-07-08 16:50:02 -03,2649,"29.29
","1010.74
","77.00
","0.00
","90
",,,,
2020-07-08 16:50:33 -03,2650,"29.23
","1010.79
","77.00
","0.00
","90
",,,,
2020-07-08 16:51:04 -03,2651,"29.24
","1010.81
","77.00
","0.00
","90
",,,,
2020-07-08 16:51:36 -03,2652,"29.23
","1010.74
","77.20
","0.00
","135
",,,,
2020-07-08 16:52:07 -03,2653,"29.28
","1010.77
","77.30
","0.00
","90
",,,,
2020-07-08 16:52:38 -03,2654,"29.27
","1010.71
","77.40
","0.00
","90
",,,,
2020-07-08 16:53:10 -03,2655,"29.29
","1010.77
","77.60
","0.00
","90
",,,,
2020-07-08 16:53:41 -03,2656,"29.31
","1010.77
","77.60
","0.00
","90
",,,,
2020-07-08 16:54:12 -03,2657,"29.30
","1010.77
","77.60
","0.00
","90
",,,,
2020-07-08 16:54:44 -03,2658,"29.31
","1010.78
","77.70
","0.00
","90
",,,,
2020-07-08 16:55:15 -03,2659,"29.30
","1010.81
","77.90
","0.00
","90
",,,,
2020-07-08 16:55:47 -03,2660,"29.33
","1010.81
","77.90
","0.00
","90
",,,,
2020-07-08 16:56:18 -03,2661,"29.36
","1010.83
","78.00
","0.00
","90
",,,,
2020-07-08 16:56:49 -03,2662,"29.38
","1010.84
","78.00
","0.00
","90
",,,,
2020-07-08 16:57:21 -03,2663,"29.33
","1010.82
","78.00
","0.00
","135
",,,,
2020-07-08 16:57:52 -03,2664,"29.29
","1010.85
","77.80
","0.00
","90
",,,,
2020-07-08 16:58:23 -03,2665,"29.32
","1010.84
","77.80
","0.00
","90
",,,,
2020-07-08 16:58:55 -03,2666,"29.34
","1010.79
","78.10
","0.00
","90
",,,,
2020-07-08 16:59:26 -03,2667,"29.36
","1010.83
","78.00
","0.00
","135
",,,,
2020-07-08 16:59:58 -03,2668,"29.30
","1010.82
","78.00
","0.00
","135
",,,,
2020-07-08 17:00:29 -03,2669,"29.29
","1010.85
","77.90
","0.00
","135
",,,,
2020-07-08 17:01:00 -03,2670,"29.29
","1010.91
","78.10
","0.00
","90
",,,,
2020-07-08 17:01:32 -03,2671,"29.23
","1010.93
","78.30
","0.00
","90
",,,,
2020-07-08 17:02:03 -03,2672,"29.16
","1010.90
","78.20
","0.00
","135
",,,,
2020-07-08 17:02:34 -03,2673,"29.15
","1010.89
","78.30
","0.00
","90
",,,,
